latitude,longitude,depth,mag,place,locationSource,zone
35.676,-121.26,10.77,2.43,"7 km WNW of San Simeon, CA",nc,yellow
62.194,-150.975,65.8,1.6,"31 km NE of Skwentna, Alaska",ak,red
38.83,-122.816,1.71,1.54,"8 km NW of The Geysers, CA",nc,yellow
62.779,-152.829,3.9,1.5,"82 km ESE of Nikolai, Alaska",ak,red
60.169,-153.12,130.9,1.5,"66 km E of Port Alsworth, Alaska",ak,red
30.967,-103.631,3.48,1.5,"11 km E of Balmorhea, Texas",tx,red
19.137,-155.521,40.89,1.9,"8 km SSW of Pāhala, Hawaii",hv,red
19.176,-155.484,30.46,1.86,"3 km SSW of Pāhala, Hawaii",hv,red
39.061,-97.587,10.0,2.9,"3 km N of Bennington, Kansas",us,red
39.099,-97.584,10.0,3.4,"7 km N of Bennington, Kansas",us,red
-41.17,-89.806,10.0,4.8,southeast of Easter Island,us,red
58.731,-153.711,11.8,1.7,"88 km NNW of Aleneva, Alaska",ak,red
19.159,-155.489,34.48,1.86,"5 km SSW of Pāhala, Hawaii",hv,red
19.202,-155.488,32.03,3.02,,hv,red
63.617,-147.86,7.6,2.8,"53 km ESE of Denali Park, Alaska",ak,red
-4.044,128.964,138.92,4.5,"78 km S of Amahai, Indonesia",us,red
1.064,125.64,65.09,4.5,"70 km SE of Bitung, Indonesia",us,red
17.993,-67.16,14.43,2.36,,pr,yellow
41.949,-119.628,1.3,1.6,"44 km ENE of Fort Bidwell, California",nn,yellow
31.669,-104.19,4.34,1.7,"54 km NW of Toyah, Texas",tx,red
19.883,-156.69,41.22,3.9,"76 km WNW of Kalaoa, Hawaii",hv,red
29.059,82.265,10.0,4.0,"25 km SSE of Jumla, Nepal",us,red
58.705,-153.617,17.6,2.1,"82 km NNW of Aleneva, Alaska",ak,red
19.289,-155.381,1.95,1.88,"14 km NE of Pāhala, Hawaii",hv,red
60.953,-150.706,34.4,1.9,"3 km NNW of Point Possession, Alaska",ak,red
47.765,153.512,10.0,4.8,Kuril Islands,us,red
58.715,-153.696,12.8,1.6,"86 km NNW of Aleneva, Alaska",ak,red
48.111,-123.342,43.26,1.6,"2 km ENE of Port Angeles East, Washington",uw,green
57.9,-156.253,132.4,1.6,"75 km ESE of Egegik, Alaska",ak,red
55.14,-156.44,33.2,2.5,"178 km SE of Chignik, Alaska",ak,red
19.298,-155.384,3.99,1.74,"14 km NE of Pāhala, Hawaii",hv,red
62.904,-150.229,77.8,1.8,"51 km N of Chase, Alaska",ak,red
34.408,-119.17,4.71,1.88,"8 km ESE of Ojai, CA",ci,yellow
34.422,-119.17,6.91,4.02,"7 km ESE of Ojai, CA",ci,yellow
31.614,-104.514,7.11,2.3,"63 km SSW of Whites City, New Mexico",tx,red
63.048,-150.907,114.2,2.0,"61 km N of Petersville, Alaska",ak,red
19.279,-155.414,34.29,2.19,"10 km NE of Pāhala, Hawaii",hv,red
31.644,-104.535,0.75,1.6,"60 km SSW of Whites City, New Mexico",tx,red
26.557,96.666,92.82,4.3,Myanmar,us,red
19.164,-155.49,30.21,1.51,"Island of Hawaii, Hawaii",hv,red
36.753,68.494,45.8,4.3,"32 km W of Kunduz, Afghanistan",us,red
19.27,-155.413,33.84,1.95,"10 km NE of Pāhala, Hawaii",hv,red
33.822,-117.485,-0.64,1.63,"7 km SSE of Home Gardens, CA",ci,yellow
46.008,-112.475,-2.0,1.96,"4 km E of Butte, Montana",mb,green
31.746,-104.134,6.12,2.5,"50 km W of Mentone, Texas",tx,red
34.993,-118.197,-0.87,1.6,"7 km SSW of Mojave, CA",ci,yellow
60.228,-150.919,57.3,1.9,"23 km ESE of Kasilof, Alaska",ak,red
34.423,-116.544,9.06,1.72,"33 km ENE of Big Bear City, CA",ci,yellow
35.047,-118.326,-0.93,1.5,"14 km W of Mojave, CA",ci,yellow
50.038,156.378,66.62,5.0,"73 km SSE of Severo-Kuril’sk, Russia",us,red
28.848,82.187,16.54,5.7,Nepal,us,red
19.384,-155.246,1.77,2.07,"6 km S of Volcano, Hawaii",hv,red
63.202,-150.399,114.1,2.3,"75 km WSW of Cantwell, Alaska",ak,red
61.042,-148.976,22.7,1.9,"15 km NE of Girdwood, Alaska",ak,red
33.27,-116.786,11.99,1.97,"4 km NNW of Lake Henshaw, CA",ci,yellow
13.637,-90.699,50.65,4.4,"32 km S of Iztapa, Guatemala",us,red
19.183,-155.492,32.79,2.29,"2 km SSW of Pāhala, Hawaii",hv,red
19.181,-155.491,34.57,1.75,"2 km SSW of Pāhala, Hawaii",hv,red
31.66,-104.288,7.06,1.7,"57 km S of Whites City, New Mexico",tx,red
32.336,-115.395,0.19,2.04,"19 km W of Delta, B.C., MX",ci,yellow
-23.642,-179.316,535.55,4.8,south of the Fiji Islands,us,red
19.171,-155.484,32.89,2.02,"3 km S of Pāhala, Hawaii",hv,red
36.796,-120.988,9.83,2.29,"30 km E of Tres Pinos, CA",nc,yellow
40.7,-123.192,29.21,2.11,"16 km N of Hayfork, CA",nc,yellow
19.167,-155.493,31.15,1.83,"4 km SSW of Pāhala, Hawaii",hv,red
37.459,-112.348,11.18,1.75,"12 km E of Alton, Utah",uu,green
19.296,-155.41,28.65,1.8,"Island of Hawaii, Hawaii",hv,red
31.607,-103.971,8.51,1.7,"36 km NNW of Toyah, Texas",tx,red
51.123,-179.895,22.48,3.4,"241 km WSW of Adak, Alaska",us,red
60.274,-141.29,7.7,1.5,"119 km NW of Yakutat, Alaska",ak,red
44.335,-115.178,3.06,1.69,"23 km NW of Stanley, Idaho",mb,green
56.254,-157.127,45.8,2.3,Alaska Peninsula,ak,red
31.571,-104.029,7.2,1.7,western Texas,tx,red
19.228,-155.376,31.0,1.99,"11 km ENE of Pāhala, Hawaii",hv,red
37.562,-113.054,10.1,1.97,"11 km ENE of Kanarraville, Utah",uu,green
31.604,-103.958,8.51,1.8,"35 km NNW of Toyah, Texas",tx,red
61.899,-149.794,26.3,2.1,Southern Alaska,ak,red
31.747,-104.131,5.36,1.9,"50 km W of Mentone, Texas",tx,red
19.229,-155.436,29.67,1.81,"5 km ENE of Pāhala, Hawaii",hv,red
59.719,-152.612,85.7,1.6,"44 km W of Anchor Point, Alaska",ak,red
-17.818,-178.704,556.95,5.3,"211 km E of Levuka, Fiji",us,red
31.673,-104.396,9.78,1.7,"55 km S of Whites City, New Mexico",tx,red
31.619,-104.105,6.85,1.5,"44 km NW of Toyah, Texas",tx,red
15.671,96.138,10.0,4.5,"83 km SE of Pyapon, Myanmar",us,red
62.913,-151.141,113.4,1.9,"50 km NNW of Petersville, Alaska",ak,red
31.597,-104.11,6.13,2.2,"43 km NW of Toyah, Texas",tx,red
31.613,-104.103,8.19,2.1,"44 km NW of Toyah, Texas",tx,red
10.578,-40.925,10.0,4.9,,us,red
31.617,-103.972,6.3,1.7,"36 km WSW of Mentone, Texas",tx,red
59.289,-152.066,47.6,2.1,"11 km SW of Nanwalek, Alaska",ak,red
31.614,-103.966,7.42,2.3,"36 km WSW of Mentone, Texas",tx,red
31.617,-103.971,6.4,2.0,western Texas,tx,red
31.615,-103.968,6.43,1.7,"36 km WSW of Mentone, Texas",tx,red
31.613,-103.967,5.89,1.6,"36 km WSW of Mentone, Texas",tx,red
32.39,-115.254,7.24,2.13,"7 km NW of Delta, B.C., MX",ci,yellow
32.497,-102.291,3.79,2.7,"31 km NE of Andrews, Texas",tx,red
31.616,-103.969,6.54,2.0,"36 km WSW of Mentone, Texas",tx,red
19.03,-64.912,43.33,3.38,"76 km N of Charlotte Amalie, U.S. Virgin Islands",pr,yellow
62.688,-152.243,0.0,1.6,"78 km WNW of Petersville, Alaska",ak,red
61.529,-150.053,33.6,1.5,"5 km W of Big Lake, Alaska",ak,red
63.41,-150.811,106.7,1.8,"47 km ESE of Denali National Park, Alaska",ak,red
19.422,-155.399,7.66,1.96,,hv,red
19.426,-155.574,38.77,1.64,,hv,red
34.534,-97.485,5.63,1.5,"6 km NNW of Tatums, Oklahoma",ok,green
31.657,-104.416,4.07,1.5,,tx,red
34.956,-92.881,10.93,2.02,"8 km SW of Perryville, Arkansas",nm,green
-62.294,-155.567,10.0,5.7,Pacific-Antarctic Ridge,us,red
51.773,-178.67,101.36,3.0,"140 km W of Adak, Alaska",us,red
-30.009,-72.056,29.3,4.6,"69 km W of Coquimbo, Chile",us,red
36.765,68.562,49.82,4.4,"26 km W of Kunduz, Afghanistan",us,red
39.934,-123.266,5.73,1.63,"16 km N of Covelo, CA",nc,yellow
51.907,-172.368,10.73,5.0,"Andreanof Islands, Aleutian Islands, Alaska",us,red
38.683,23.563,9.89,5.1,"8 km SE of Prokópi, Greece",us,red
35.958,-117.684,2.12,1.86,"20 km E of Little Lake, CA",ci,yellow
37.729,-122.147,7.68,1.86,"1 km ENE of San Leandro, CA",nc,yellow
59.33,-152.232,72.5,1.8,"17 km W of Nanwalek, Alaska",ak,red
-4.7,101.937,64.95,4.8,"105 km SSW of Bengkulu, Indonesia",us,red
44.399,-110.608,4.55,1.69,"49 km SE of West Yellowstone, Montana",uu,green
19.149,-155.367,29.96,2.24,"13 km ESE of Pāhala, Hawaii",hv,red
19.382,-155.241,0.8,1.7,"6 km S of Volcano, Hawaii",hv,red
21.12,122.031,10.0,4.7,,us,red
44.284,-115.09,5.66,1.74,"14 km WNW of Stanley, Idaho",mb,green
19.393,-155.623,36.84,1.51,"25 km NW of Pāhala, Hawaii",hv,red
31.683,-104.424,6.39,1.6,western Texas,tx,red
31.676,-104.423,7.01,1.5,"55 km S of Whites City, New Mexico",tx,red
31.678,-104.424,7.26,2.2,"55 km S of Whites City, New Mexico",tx,red
31.388,-103.479,12.53,1.6,"4 km SSE of Pecos, Texas",tx,red
63.953,-22.25,10.0,4.6,"7 km ESE of Vogar, Iceland",us,red
17.96,-66.936,9.86,3.07,,pr,yellow
44.464,-115.218,6.16,2.57,"35 km NW of Stanley, Idaho",mb,green
35.385,27.335,10.0,4.5,"17 km SE of Karpathos, Greece",us,red
17.99,-67.155,15.08,2.48,"3 km ENE of Pole Ojea, Puerto Rico",pr,yellow
17.936,-66.954,15.76,2.72,Puerto Rico region,pr,yellow
17.948,-66.95,14.98,2.48,Puerto Rico region,pr,yellow
32.73,-115.55,13.27,1.53,"2 km W of Heber, CA",ci,yellow
19.149,-155.482,31.53,2.07,"5 km S of Pāhala, Hawaii",hv,red
31.672,-104.183,4.2,1.7,"54 km NW of Toyah, Texas",tx,red
32.393,-115.258,7.94,2.38,"7 km NW of Delta, B.C., MX",ci,yellow
35.766,-117.583,6.37,2.66,"16 km W of Searles Valley, CA",ci,yellow
63.286,-149.331,96.4,2.2,"22 km WSW of Cantwell, Alaska",ak,red
31.679,-104.397,6.7,1.8,"55 km S of Whites City, New Mexico",tx,red
65.034,-147.356,3.4,1.6,"14 km NE of Fox, Alaska",ak,red
63.254,-150.673,129.7,1.6,"61 km ESE of Denali National Park, Alaska",ak,red
31.66,-104.418,5.33,2.0,"57 km S of Whites City, New Mexico",tx,red
17.057,-94.205,143.86,4.9,"16 km S of La Horqueta (Poblado Doce), Mexico",us,red
-59.815,-26.432,29.73,5.1,South Sandwich Islands region,us,red
-45.644,-74.623,21.4,4.2,"142 km W of Puerto Chacabuco, Chile",us,red
59.618,-138.797,0.1,2.2,"53 km E of Yakutat, Alaska",ak,red
61.364,-150.078,36.1,1.6,"5 km W of Point MacKenzie, Alaska",ak,red
-9.064,159.746,115.0,4.5,"44 km W of Tulagi, Solomon Islands",us,red
31.66,-104.287,6.49,2.0,"57 km S of Whites City, New Mexico",tx,red
29.505,139.037,450.88,4.2,"Izu Islands, Japan region",us,red
31.723,-104.323,6.59,1.7,western Texas,tx,red
42.434,-119.759,-1.57,1.82,Oregon,uw,green
31.664,-104.297,7.37,2.0,"57 km S of Whites City, New Mexico",tx,red
31.657,-104.301,6.88,1.6,"57 km S of Whites City, New Mexico",tx,red
33.846,-117.496,2.22,1.84,"4 km SSE of Home Gardens, CA",ci,yellow
31.66,-104.293,6.9,1.5,,tx,red
62.725,-152.452,0.0,1.7,"90 km WNW of Petersville, Alaska",ak,red
38.689,-122.497,6.59,1.55,"12 km SE of Middletown, CA",nc,yellow
32.407,-101.585,4.04,2.4,"18 km SE of Ackerly, Texas",tx,red
32.403,-101.588,4.48,3.3,"18 km SE of Ackerly, Texas",tx,red
62.157,-145.648,3.9,1.5,"7 km NW of Glennallen, Alaska",ak,red
31.657,-104.298,6.7,1.9,western Texas,tx,red
31.658,-104.295,7.46,1.6,"57 km S of Whites City, New Mexico",tx,red
31.656,-104.295,7.21,1.5,,tx,red
31.655,-104.293,7.57,3.1,"58 km S of Whites City, New Mexico",tx,red
31.665,-104.292,7.98,2.8,"57 km S of Whites City, New Mexico",tx,red
31.661,-104.297,6.7,1.7,"57 km S of Whites City, New Mexico",tx,red
36.893,-121.625,-0.12,1.62,"2 km ENE of Aromas, CA",nc,yellow
31.656,-104.291,8.29,2.0,"58 km S of Whites City, New Mexico",tx,red
38.81,-122.802,2.53,2.24,"5 km NW of The Geysers, CA",nc,yellow
60.626,-144.322,5.5,1.6,,ak,red
-17.579,-178.98,540.82,4.7,"188 km ENE of Levuka, Fiji",us,red
28.921,-98.246,5.26,2.0,"22 km SW of Poth, Texas",tx,red
31.679,-104.402,6.7,1.5,"55 km S of Whites City, New Mexico",tx,red
34.534,-97.476,7.02,1.57,"5 km NNW of Tatums, Oklahoma",ok,green
28.922,-98.257,8.49,2.6,"22 km ESE of Pleasanton, Texas",tx,red
19.163,-155.466,33.82,1.52,"4 km SSE of Pāhala, Hawaii",hv,red
59.465,-151.594,46.7,1.6,"Kenai Peninsula, Alaska",ak,red
31.672,-104.403,7.58,1.8,"55 km S of Whites City, New Mexico",tx,red
31.671,-104.404,8.0,1.9,"56 km S of Whites City, New Mexico",tx,red
9.993,126.111,75.6,4.5,"Mindanao, Philippines",us,red
4.519,127.7,131.73,4.3,"264 km SE of Pondaguitan, Philippines",us,red
32.222,-102.004,8.39,3.3,"22 km WNW of Stanton, Texas",tx,red
35.987,-117.774,7.19,1.52,"13 km ENE of Little Lake, CA",ci,yellow
34.924,-119.03,13.03,1.72,"9 km WSW of Grapevine, CA",ci,yellow
60.809,-151.004,9.1,2.0,"20 km NE of Nikiski, Alaska",ak,red
39.336,-123.314,-0.5,1.52,"9 km SSE of Willits, CA",nc,yellow
31.675,-104.401,7.67,1.8,western Texas,tx,red
-17.512,-178.922,539.43,4.5,"196 km ENE of Levuka, Fiji",us,red
44.837,-116.093,9.61,2.8,"8 km S of McCall, Idaho",us,red
40.648,-125.214,10.0,3.16,"81 km W of Ferndale, CA",nc,yellow
62.976,-150.28,88.9,2.8,"58 km NNE of Petersville, Alaska",ak,red
-45.83,-76.143,15.37,4.7,"Off the coast of Aisen, Chile",us,red
51.664,-179.525,105.66,2.9,"200 km W of Adak, Alaska",us,red
31.626,-104.282,7.52,2.9,"57 km NW of Toyah, Texas",tx,red
38.813,-112.06,10.71,1.67,"4 km NNE of Richfield, Utah",uu,green
32.069,-103.718,5.23,1.7,New Mexico,tx,red
53.457,-163.311,27.5,2.3,"155 km S of False Pass, Alaska",ak,red
38.843,-122.871,2.6,2.08,"12 km NW of The Geysers, CA",nc,yellow
34.53,-97.476,7.6,1.7,"5 km NNW of Tatums, Oklahoma",ok,green
17.898,-66.79,7.64,2.62,Puerto Rico region,pr,yellow
31.659,-104.392,7.91,2.9,"57 km S of Whites City, New Mexico",tx,red
31.68,-104.397,5.98,2.1,,tx,red
38.76,-122.734,1.75,1.52,"3 km SE of The Geysers, CA",nc,yellow
40.532,-123.548,8.15,1.62,"31 km W of Hayfork, CA",nc,yellow
46.604,-74.251,10.2,2.5,"26 km WSW of Saint-Michel-des-Saints, Canada",us,red
31.678,-104.398,6.49,1.6,"55 km S of Whites City, New Mexico",tx,red
31.673,-104.389,6.08,2.0,"55 km S of Whites City, New Mexico",tx,red
60.365,-143.4,4.0,1.5,Southern Alaska,ak,red
31.684,-104.4,6.7,1.8,"54 km S of Whites City, New Mexico",tx,red
38.814,-112.105,8.63,1.95,,uu,green
38.814,-112.064,11.56,3.17,"4 km NNE of Richfield, Utah",uu,green
37.43,-113.118,9.99,2.08,"13 km SSE of Kanarraville, Utah",uu,green
39.457,-122.969,6.55,1.71,"6 km N of Lake Pillsbury, CA",nc,yellow
52.595,-169.76,3.18,1.78,"71 km WSW of Nikolski, Alaska",av,yellow
59.513,-152.965,85.3,2.0,"61 km WNW of Nanwalek, Alaska",ak,red
31.673,-104.185,4.95,1.7,"54 km NW of Toyah, Texas",tx,red
32.226,-102.006,8.63,2.9,"23 km WNW of Stanton, Texas",tx,red
34.537,-97.485,5.19,1.74,"6 km NNW of Tatums, Oklahoma",ok,green
59.114,-152.845,63.7,1.9,"59 km WSW of Nanwalek, Alaska",ak,red
35.771,-120.313,3.5,2.0,"6 km NNW of Cholame, CA",nc,yellow
35.881,-118.061,8.08,1.79,"15 km WSW of Little Lake, CA",ci,yellow
55.378,-157.694,16.5,3.0,"108 km ESE of Perryville, Alaska",ak,red
19.22,-155.391,28.92,1.96,"Island of Hawaii, Hawaii",hv,red
17.968,-66.838,16.02,2.2,"3 km SW of Indios, Puerto Rico",pr,yellow
19.184,-155.5,34.12,2.04,"3 km SW of Pāhala, Hawaii",hv,red
19.18,-155.493,32.35,1.82,"2 km SSW of Pāhala, Hawaii",hv,red
10.541,-40.91,10.0,4.9,northern Mid-Atlantic Ridge,us,red
62.917,-151.043,113.9,1.5,"48 km NNW of Petersville, Alaska",ak,red
44.321,-112.625,8.97,2.03,"35 km S of Lima, Montana",mb,green
11.418,125.919,20.12,5.7,"34 km ENE of Hernani, Philippines",us,red
59.99,-151.918,67.0,1.7,"11 km WNW of Happy Valley, Alaska",ak,red
-32.541,-71.743,48.91,4.0,"49 km WSW of La Ligua, Chile",us,red
19.125,-67.343,74.0,3.48,"74 km NNW of San Antonio, Puerto Rico",pr,yellow
-2.781,127.827,30.43,4.6,"108 km NNW of Ambon, Indonesia",us,red
63.358,-149.852,85.4,1.7,"45 km W of Cantwell, Alaska",ak,red
33.462,-116.884,11.6,1.75,"3 km NW of Aguanga, CA",ci,yellow
60.326,-153.212,16.4,1.5,"62 km ENE of Port Alsworth, Alaska",ak,red
-24.969,-71.012,26.86,4.4,"Off the coast of Antofagasta, Chile",us,red
51.965,178.327,10.96,1.92,"Rat Islands, Aleutian Islands, Alaska",av,yellow
59.425,-145.074,59.2,2.0,"130 km SSE of Cordova, Alaska",ak,red
19.435,-64.762,34.0,3.71,"122 km N of Cruz Bay, U.S. Virgin Islands",pr,yellow
56.002,-156.531,10.0,2.8,"120 km ESE of Chignik, Alaska",ak,red
31.719,-104.301,6.13,1.6,"51 km S of Whites City, New Mexico",tx,red
31.716,-104.302,4.77,1.6,western Texas,tx,red
17.876,-65.735,8.82,3.03,"20 km SE of Emajagua, Puerto Rico",pr,yellow
62.18,-150.12,9.8,2.4,"14 km W of Susitna North, Alaska",ak,red
35.396,-118.224,5.64,1.99,"32 km SE of Bodfish, CA",ci,yellow
36.403,-98.443,7.92,1.76,"0 km SW of Cleo Springs, Oklahoma",ok,green
-24.026,-66.721,217.17,4.3,"Salta, Argentina",us,red
44.851,-116.087,9.15,2.2,"6 km S of McCall, Idaho",us,red
61.494,-149.978,24.9,2.6,"3 km SSW of Big Lake, Alaska",ak,red
60.037,-149.181,7.7,2.0,"15 km ESE of Lowell Point, Alaska",ak,red
-5.938,130.722,144.76,4.6,,us,red
31.67,-104.185,6.13,2.5,"54 km NW of Toyah, Texas",tx,red
31.674,-104.181,6.39,2.6,"54 km NW of Toyah, Texas",tx,red
61.347,-146.923,20.7,1.8,"39 km NW of Valdez, Alaska",ak,red
33.208,-116.74,11.47,2.14,"4 km SSE of Lake Henshaw, CA",ci,yellow
31.663,-104.289,6.8,1.9,"57 km S of Whites City, New Mexico",tx,red
39.466,-123.093,4.26,1.52,"13 km WNW of Lake Pillsbury, CA",nc,yellow
54.364,-159.786,35.0,2.7,,us,red
-27.886,-71.32,25.88,4.0,"94 km NW of Vallenar, Chile",us,red
59.906,-153.339,122.9,1.9,"44 km ENE of Pedro Bay, Alaska",ak,red
19.302,-155.38,3.78,1.9,"15 km NE of Pāhala, Hawaii",hv,red
19.298,-155.384,4.41,1.81,"14 km NE of Pāhala, Hawaii",hv,red
18.026,-66.81,17.29,2.17,,pr,yellow
19.7,-156.068,29.73,2.95,"9 km WSW of Kalaoa, Hawaii",hv,red
37.114,-121.831,0.34,1.8,"9 km NNE of Day Valley, CA",nc,yellow
60.469,-149.733,42.9,1.9,"5 km ESE of Cooper Landing, Alaska",ak,red
18.026,-66.771,12.67,2.18,"1 km NNW of Magas Arriba, Puerto Rico",pr,yellow
33.419,-116.375,12.42,1.61,"18 km N of Borrego Springs, CA",ci,yellow
-57.228,-25.276,28.88,5.0,,us,red
60.046,-142.622,21.2,1.9,"155 km S of McCarthy, Alaska",ak,red
19.412,-155.274,6.63,1.54,"5 km SW of Volcano, Hawaii",hv,red
37.62,-122.372,10.67,1.91,"3 km NNE of Millbrae, CA",nc,yellow
17.882,-66.879,12.46,2.21,,pr,yellow
19.174,-155.383,31.44,1.51,"10 km ESE of Pāhala, Hawaii",hv,red
37.337,74.626,10.62,4.4,,us,red
60.949,-150.733,32.0,2.1,"3 km NW of Point Possession, Alaska",ak,red
38.397,-122.508,0.74,1.95,"4 km ESE of Kenwood, CA",nc,yellow
31.653,-104.294,7.19,2.9,"58 km S of Whites City, New Mexico",tx,red
13.56,-90.707,60.67,5.1,"41 km S of Iztapa, Guatemala",us,red
19.49,-155.542,38.51,1.57,"32 km NNW of Pāhala, Hawaii",hv,red
21.033,92.125,21.4,4.0,"26 km NW of Teknāf, Bangladesh",us,red
19.166,-155.501,32.51,1.85,"4 km SSW of Pāhala, Hawaii",hv,red
38.69,-122.503,6.11,1.68,"12 km SE of Middletown, CA",nc,yellow
39.538,-119.642,0.0,2.0,"9 km E of Sparks, Nevada",nn,yellow
32.48,-102.021,9.42,2.0,"28 km SSW of Los Ybanez, Texas",tx,red
-21.682,-179.143,583.68,4.8,Fiji region,us,red
60.918,-149.477,28.7,1.6,"4 km NW of Sunrise, Alaska",ak,red
63.941,-149.004,0.0,1.7,"9 km N of Healy, Alaska",ak,red
39.163,-123.064,4.66,2.18,"10 km ENE of Talmage, CA",nc,yellow
34.022,-116.715,-1.0,1.5,"13 km WSW of Morongo Valley, CA",ci,yellow
52.781,-168.167,22.8,3.7,"Fox Islands, Aleutian Islands, Alaska",ak,red
41.58,-125.528,10.0,2.75,"112 km W of Crescent City, CA",nc,yellow
18.168,-66.405,8.36,1.83,"6 km SSW of Orocovis, Puerto Rico",pr,yellow
44.229,-115.105,5.31,2.53,"13 km W of Stanley, Idaho",mb,green
19.625,-155.946,12.95,1.92,"0 km NNE of Hōlualoa, Hawaii",hv,red
62.25,-149.199,28.2,1.5,"35 km ENE of Susitna North, Alaska",ak,red
45.997,-112.473,-2.0,1.71,Western Montana,mb,green
62.659,-150.252,66.8,1.5,Central Alaska,ak,red
58.2,-154.371,88.0,2.0,"70 km N of Karluk, Alaska",ak,red
55.366,-159.555,40.7,2.2,"59 km S of Ivanof Bay, Alaska",ak,red
48.334,-122.064,3.61,1.57,"3 km WNW of Lake Cavanaugh, Washington",uw,green
37.498,-118.813,4.96,1.95,"14 km WSW of Toms Place, CA",nc,yellow
19.444,-155.596,37.35,1.92,"28 km E of Honaunau-Napoopoo, Hawaii",hv,red
17.97,-66.882,13.27,2.3,"1 km SE of Maria Antonia, Puerto Rico",pr,yellow
29.289,140.801,121.7,4.6,"Izu Islands, Japan region",us,red
61.855,-148.042,23.2,3.8,Southern Alaska,ak,red
37.454,-115.967,5.3,1.9,"28 km SW of Rachel, Nevada",nn,yellow
-14.665,167.457,170.88,4.6,"58 km NE of Port-Olry, Vanuatu",us,red
62.144,-151.158,26.4,1.5,Central Alaska,ak,red
61.433,-149.868,20.1,1.6,Southern Alaska,ak,red
40.528,-123.568,5.26,2.41,"33 km W of Hayfork, CA",nc,yellow
34.632,-97.52,5.06,1.59,"3 km WNW of Foster, Oklahoma",ok,green
19.402,-155.264,4.23,1.78,"5 km SW of Volcano, Hawaii",hv,red
19.484,-155.49,-1.23,2.51,"27 km W of Volcano, Hawaii",hv,red
-8.333,121.545,13.21,5.1,"Flores region, Indonesia",us,red
40.337,-124.551,25.6,2.22,"23 km W of Petrolia, CA",nc,yellow
10.925,93.06,94.13,5.1,,us,red
38.147,-118.193,7.8,2.6,"28 km SSW of Mina, Nevada",nn,yellow
51.013,179.714,4.9,2.1,"271 km WSW of Adak, Alaska",ak,red
61.325,-146.927,16.1,2.5,"37 km NW of Valdez, Alaska",ak,red
36.659,-116.267,8.2,2.6,"51 km ESE of Beatty, Nevada",nn,yellow
38.817,-122.818,2.4,2.01,"7 km NW of The Geysers, CA",nc,yellow
35.859,-98.057,6.95,2.43,"11 km W of Kingfisher, Oklahoma",ok,green
1.549,129.288,10.0,4.9,"143 km E of Tobelo, Indonesia",us,red
32.073,59.721,10.0,4.7,"99 km SSE of Bīrjand, Iran",us,red
61.557,-150.271,30.6,2.0,"12 km E of Susitna, Alaska",ak,red
44.308,-114.149,2.68,1.7,southern Idaho,mb,green
-15.517,-177.518,410.4,5.1,"147 km SSE of Alo, Wallis and Futuna",us,red
52.086,-174.485,8.91,1.9,"22 km WSW of Atka, Alaska",av,yellow
17.922,-66.288,13.91,1.97,Puerto Rico region,pr,yellow
17.932,-66.287,12.6,2.67,"5 km SSE of Salinas, Puerto Rico",pr,yellow
39.763,-121.932,17.01,2.18,"7 km ENE of Hamilton City, CA",nc,yellow
31.402,-103.54,2.12,1.8,western Texas,tx,red
33.766,-116.938,14.53,1.51,"3 km SE of San Jacinto, CA",ci,yellow
38.807,-112.06,7.58,1.73,,uu,green
38.807,-112.064,7.62,1.76,"4 km NNE of Richfield, Utah",uu,green
38.803,-112.067,6.85,1.58,"3 km NNE of Richfield, Utah",uu,green
19.242,-155.398,31.17,2.14,"9 km ENE of Pāhala, Hawaii",hv,red
38.804,-112.058,6.57,1.64,"4 km NNE of Richfield, Utah",uu,green
44.358,149.004,56.44,4.9,,us,red
61.543,-147.799,9.7,3.1,"30 km SSW of Glacier View, Alaska",ak,red
31.396,-103.553,0.12,1.7,"3 km NNW of Lindsay, Texas",tx,red
60.951,-150.719,34.3,2.1,"3 km NNW of Point Possession, Alaska",ak,red
-32.807,-178.944,50.7,4.8,south of the Kermadec Islands,us,red
31.403,-103.531,4.0,1.9,"3 km N of Lindsay, Texas",tx,red
38.779,-122.72,1.19,1.56,"2 km W of Anderson Springs, CA",nc,yellow
-10.952,166.627,66.4,5.2,"94 km ESE of Lata, Solomon Islands",us,red
-10.95,166.629,73.86,4.6,"94 km ESE of Lata, Solomon Islands",us,red
44.222,-115.107,6.27,2.06,southern Idaho,mb,green
55.041,-159.297,11.1,2.2,"83 km ESE of Sand Point, Alaska",ak,red
35.08,67.194,16.92,4.0,"43 km NNE of Bāzār-e Yakāwlang, Afghanistan",us,red
36.021,-120.58,4.25,2.45,"19 km NW of Parkfield, CA",nc,yellow
44.222,-115.114,3.89,2.08,southern Idaho,mb,green
31.382,-103.772,2.46,2.1,"7 km NNE of Toyah, Texas",tx,red
38.168,-116.494,12.2,1.9,"65 km E of Tonopah, Nevada",nn,yellow
38.359,-118.905,7.4,1.5,"30 km SW of Hawthorne, Nevada",nn,yellow
61.424,-146.658,27.2,1.8,Southern Alaska,ak,red
40.328,-125.45,10.0,2.77,"99 km W of Petrolia, CA",nc,yellow
66.286,-150.184,9.9,1.5,"58 km WNW of Stevens Village, Alaska",ak,red
31.639,-104.176,4.49,1.8,western Texas,tx,red
19.407,-155.292,7.4,2.0,"7 km WSW of Volcano, Hawaii",hv,red
